Timestamp,What is your background in philosophy,Where in the world did most of your childhood education and upbringing take place? ,I have thoughts,I can see red,I can smell coffee,There is something it is like to see red,There is a property of what it is like to see red,There are phenomenal properties,Consciousness exists,I know what Consciousness is,Consciousness cannot be explained by Science,Consciousness can be explained by Philosophy,It is possible for a Computer to have Consciousness,Consciousness is private (someone else could not know my consciousness) ,I can imagine myself as a bat,I can know what it's like to be a bat,The smell of coffee is a private phenomenal property,I have qualia,It is possible for everything about my body and brain to be the same and for me not to have a mind,I have an intuition that Consciousness exists,There is something in common to all of my sensory experiences,Whether or not I am seeing red is a fact,There is something in common to all of my red experiences,I would describe my views on mind as
11/15/2024 9:23:12,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Slightly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Materialist
11/15/2024 14:16:24,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Slightly disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Slightly agree,Unsure: I do not understand the question or think it is confused,Slightly agree,Unsure
11/15/2024 14:17:16,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Strongly agree,Slightly agree,Slightly agree,Strongly Disagree,Slightly disagree,Slightly agree,Unsure: I understand the question,Slightly agree,Strongly Disagree,Strongly agree,Unsure: I understand the question,Strongly Disagree,Unsure: I understand the question,Slightly agree,Slightly agree,Strongly agree,Materialist
11/15/2024 18:25:00,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Unsure: I understand the question,Slightly agree,Strongly Disagree,Slightly agree,Strongly agree,Strongly Disagree,Unsure: I understand the question,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Unsure
11/16/2024 3:45:52,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Slightly disagree,Strongly Disagree,Slightly disagree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Strongly Disagree,Unsure: I understand the question,Slightly agree,Slightly agree,Slightly disagree,Materialist
11/16/2024 10:12:09,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Unsure: I do not understand the question or think it is confused,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Slightly agree,Strongly Disagree,Strongly Disagree,Unsure: I understand the question,Slightly disagree,Unsure: I do not understand the question or think it is confused,Slightly disagree,Slightly disagree,Slightly disagree,Unsure: I understand the question,Strongly Disagree,Slightly agree,Unsure: I do not understand the question or think it is confused,Unsure: I understand the question,Unsure: I understand the question,Unsure
11/16/2024 15:32:52,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Slightly disagree,Strongly Disagree,Strongly Disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Unsure
11/16/2024 16:36:33,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Slightly agree,Unsure: I do not understand the question or think it is confused,Slightly agree,Strongly agree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Slightly agree,Strongly Disagree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Unsure
11/17/2024 13:36:30,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Strongly agree,Unsure: I understand the question,Slightly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Unsure: I understand the question,Strongly agree,Dualist
11/17/2024 14:19:34,No background,Middle East,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Slightly disagree,Strongly agree,Slightly disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Slightly disagree,Idealist
11/17/2024 14:25:22,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Slightly disagree,Strongly agree,Unsure: I understand the question,Slightly disagree,Slightly agree,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Slightly disagree,Slightly disagree,Slightly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Slightly agree,Unsure: I do not understand the question or think it is confused,Slightly agree,Ontologically based on semantic communication
11/18/2024 21:48:02,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Strongly agree,Slightly agree,Strongly Disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Idealist
11/19/2024 7:34:14,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly Disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Monist
11/19/2024 12:38:04,Personal Interest (I read philosophy books and listen to philosophy podcasts),Asia,Slightly agree,Slightly agree,Slightly agree,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I understand the question,Unsure: I understand the question,Strongly Disagree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Slightly disagree,,Strongly Disagree,Materialist
11/21/2024 2:03:15,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly Disagree,Slightly agree,Strongly Disagree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Panpsychist
11/21/2024 2:48:38,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Slightly agree,Unsure: I understand the question,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Slightly agree,Strongly Disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Dualist
11/21/2024 16:58:35,No background,"Western World (North America, EU, AUS/NZ)",Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Slightly disagree,Strongly Disagree,Strongly Disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Strongly Disagree,Slightly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Materialist
11/22/2024 16:01:12,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Unsure: I understand the question,Strongly agree,Strongly agree,Unsure: I understand the question,Slightly disagree,Slightly agree,Slightly disagree,Unsure: I understand the question,Strongly agree,Slightly agree,Unsure: I understand the question,Slightly agree,Strongly Disagree,Slightly agree,Slightly agree,Strongly Disagree,Strongly Disagree,Slightly disagree,Strongly Disagree,Strongly Disagree,Slightly agree,Materialist
11/22/2024 18:09:16,Formal university education in philosophy,Asia,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Unsure: I understand the question,Strongly agree,Unsure: I understand the question,Strongly agree,Strongly agree,property dualist or panpsychist
11/24/2024 19:50:13,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,I like to pick and mix
